Text,Label
"Los signos y síntomas del frenillo lingual corto incluyen los siguientes:
Dificultad para levantar la lengua hasta los dientes superiores o moverla de un lado a otro.
Problemas para sacar la lengua más allá de los dientes anteriores inferiores.
Una lengua que, cuando se saca, muestra una hendidura o tiene forma de corazón.
Cuándo debes consultar a un médico
Consulta con el médico si:
Tu bebé tiene signos de frenillo lingual corto que causan problemas, como al momento de amamantar.
Un patólogo del lenguaje cree que el habla de tu hijo se ve afectada por el frenillo lingual corto.
Tu hijo ya mayor se queja acerca de problemas que interfieren con su alimentación, habla o alcance de las muelas
Te molestan tus propios síntomas de frenillo lingual corto.
Por lo general, el frenillo de la lengua se separa antes del nacimiento para que la lengua tenga un rango de movimiento libre. Cuando el frenillo es corto, el frenillo de la lengua permanece adherido al fondo de la lengua. Se desconoce en gran medida el motivo de esto, aunque en algunos casos se ha asociado el frenillo corto con algunos factores genéticos.
Aunque la anquiloglosia puede afectar a cualquier persona, es más frecuente en los niños que en las niñas. En algunos casos, la anquiloglosia es hereditaria.
El frenillo lingual corto puede afectar el desarrollo bucal del bebé, además de la manera en que come, habla y traga.
Por ejemplo, el frenillo lingual corto puede producir lo siguiente:
Problemas para tomar el pecho. Al mamar, el bebé debe mantener la lengua sobre la encía inferior mientras succiona. Si no puede mover la lengua ni mantenerla en la posición correcta, el bebé podría masticar en lugar de succionar el pezón. Esto puede causar dolor significativo en el pezón e interferir en la capacidad del bebé de obtener leche materna. En última instancia, la lactancia deficiente puede llevar a una alimentación inadecuada y retraso en el desarrollo.
Dificultades con el habla. El frenillo lingual corto puede interferir con la capacidad de emitir determinados sonidos, como “t”, “d”, “z”, “s”, “n” y “l”.
Mala higiene bucal. En el caso de los niños mayores o los adultos, la lengua anclada puede hacer que resulte difícil quitar los restos de alimentos de los dientes. Esto puede contribuir a la aparición de caries y a la inflamación de las encías (gingivitis).
Dificultades con otras actividades orales. El frenillo lingual corto puede interferir en actividades como lamer un cono de helado, lamerse los labios, besar o tocar un instrumento de viento.
  Reciba nuestro boletín informativo gratuito en español
El boletín informativo de Mayo Clinic en español es gratuito y se envía semanalmente por correo electrónico con consejos de salud, recetas deliciosas, descubrimientos médicos y más. Vea un ejemplo del correo electrónico e inscríbase a continuación.
Infórmese acerca del uso de datos en Mayo Clinic.
Suscríbase
Escrito por el personal de Mayo Clinic",Frenillo lingual corto (anquiloglosia)
"Es probable que el equipo médico sea el primero en notar genitales atípicos poco después del nacimiento del bebé. En algunas ocasiones, se puede sospechar de la existencia de genitales atípicos antes del nacimiento. Los genitales atípicos pueden variar en apariencia. Las diferencias pueden depender de en qué momento del desarrollo de los genitales se produjeron los cambios hormonales que afectaron el desarrollo y de la causa.
Los bebés que son genéticamente de sexo femenino, que significa que tienen dos cromosomas X, pueden presentar lo siguiente:
Un clítoris agrandado que puede parecer un pene.
Labios vaginales cerrados o con pliegues que parecen un escroto.
Bultos que parecen testículos en los labios vaginales fusionados.
Los bebés que son genéticamente de sexo masculino, que significa que tienen un cromosoma X y uno Y, pueden presentar lo siguiente:
Una afección en la cual el tubo estrecho que lleva la orina y el semen, llamado uretra, no llega hasta la punta del pene. Si la apertura del tubo se encuentra por debajo del pene, la afección se llama hipospadias.
Un pene muy pequeño con la apertura uretral cerca del escroto.
Ausencia de uno o ambos testículos en lo que aparenta ser el escroto.
Testículos que quedan dentro del cuerpo, también llamados testículos no descendidos, y un escroto vacío que tiene el aspecto de labios vaginales con o sin micropene.
Solicite una consulta
Los genitales atípicos suelen producirse cuando los cambios hormonales durante el embarazo detienen o alteran el desarrollo de los órganos sexuales del bebé por nacer. A un bebé por nacer también se lo denomina feto.
Cómo se forman los órganos sexuales en el útero
El sexo genético de un bebé se establece en la concepción, según los cromosomas sexuales. La concepción se produce cuando el óvulo de uno de los progenitores se une al esperma del otro. El óvulo contiene un cromosoma X. El esperma contiene un cromosoma X o un cromosoma Y. Un bebé que hereda el cromosoma X del esperma es genéticamente del sexo femenino con dos cromosomas X. Un bebé que hereda el cromosoma Y del esperma es genéticamente del sexo masculino, y tiene un cromosoma X y uno Y.
Los órganos sexuales masculinos y femeninos se desarrollan a partir del mismo tejido. Si este tejido se convierte en órganos masculinos u órganos femeninos depende de los cromosomas y de la presencia o ausencia de hormonas denominadas andrógenos. Los andrógenos causan el desarrollo de los genitales masculinos.
En un feto con un cromosoma Y, una región de ese cromosoma desencadena el desarrollo de los testículos, que fabrican andrógenos. Los genitales masculinos se desarrollan en respuesta a estas hormonas de los testículos fetales.
En un feto que no tiene un cromosoma Y, sin los efectos de los andrógenos, los genitales se forman como femeninos.
A veces, un cambio cromosómico puede dificultar la determinación del sexo genético.
Cómo se producen los genitales atípicos
Un cambio en los pasos que influyen en el desarrollo del sexo fetal puede dar lugar a una incompatibilidad entre el aspecto de los genitales externos del bebé y sus órganos sexuales internos o su sexo genético, normalmente XX o XY.
Si un feto genéticamente masculino no fabrica hormonas denominadas andrógenos o no tiene suficiente cantidad de estas hormonas, puede causar genitales atípicos. La exposición a andrógenos durante el desarrollo en un feto genéticamente femenino da lugar a genitales externos atípicos.
Los cambios en ciertos genes pueden afectar el desarrollo sexual del feto y causar genitales atípicos.
Los genitales atípicos también pueden ser una característica de ciertos síndromes raros o complejos que afectan a muchos órganos. Estos síndromes pueden incluir cambios cromosómicos, como la ausencia de un cromosoma sexual o tener uno de más.
A veces, no es posible identificar la causa exacta de los genitales atípicos.
Posibles causas en bebés con sexo genético femenino
Las causas de genitales atípicos en una persona genéticamente femenina pueden incluir las siguientes:
Hiperplasia suprarrenal congénita. Ciertas formas de esta afección genética ocasionan que las glándulas suprarrenales produzcan hormonas denominadas andrógenos en exceso.
Exposición a ciertas hormonas antes del nacimiento. Algunos fármacos que contienen andrógenos o que causan que el cuerpo de una persona embarazada produzca estas hormonas pueden ocasionar que los genitales femeninos en desarrollo se vuelvan más masculinos. Un feto en desarrollo también puede estar expuesto a una cantidad excesiva de las hormonas que causan el desarrollo de los genitales masculinos si la persona embarazada presenta una enfermedad que cause un desequilibrio hormonal.
Tumores. En raras ocasiones, un tumor en la persona embarazada puede producir hormonas que causen el desarrollo de genitales masculinos.
Causas posibles en personas genéticamente masculinas
Las causas de los genitales atípicos en una persona genéticamente masculina pueden incluir las siguientes:
Problemas de desarrollo testicular. Esto puede deberse a cambios en los genes o a causas desconocidas.
Síndrome de insensibilidad a los andrógenos. En esta afección, los tejidos genitales en desarrollo no responden con normalidad a las hormonas producidas por los testículos.
Problemas con los testículos o la testosterona. Diversos problemas pueden interferir en la actividad de los testículos. Pueden ser problemas en la formación de los testículos o en la producción de la hormona testosterona. Esto también puede incluir problemas con ciertas proteínas en las células que indican a las células que respondan a la testosterona.
Deficiencia de 5-alfa reductasa. La falta de esta enzima ocasiona problemas en la producción de hormonas que causan el desarrollo de los genitales masculinos.
Los antecedentes familiares pueden tener un papel en el desarrollo de los genitales atípicos. Esto se debe a que muchas diferencias en el desarrollo sexual son el resultado de cambios genéticos que pueden transmitirse de padres a hijos. Los factores de riesgo posibles para el desarrollo de genitales atípicos incluyen antecedentes familiares de lo siguiente:
Muertes inexplicables en la primera infancia.
Infertilidad, no tener período menstrual o tener mucho vello facial en las personas de sexo femenino.
Genitales atípicos.
Desarrollo físico atípico durante la pubertad.
Hiperplasia suprarrenal congénita, un grupo de afecciones genéticas que afectan a las glándulas suprarrenales y se transmiten de padres a hijos.
Si tu familia tiene antecedentes de estos factores de riesgo, habla con tu profesional de atención médica antes de intentar quedar embarazada. El asesoramiento genético también puede ayudar a planificar con antelación.
Las complicaciones de los genitales atípicos comprenden:
Infertilidad. El hecho de que una persona con genitales atípicos pueda tener hijos o no depende del diagnóstico específico. Por ejemplo, las mujeres con sexo genético femenino e hiperplasia suprarrenal congénita generalmente pueden quedar embarazadas si así lo deciden.
Mayor riesgo de presentar determinados tipos de cáncer. Algunas diferencias del desarrollo sexual están vinculadas con un mayor riesgo de presentar determinados tipos de cáncer.
Escrito por el personal de Mayo Clinic",Genitales atípicos
"Los signos y síntomas del glioblastoma pueden incluir los siguientes:
Dolor de cabeza, sobre todo más intenso durante la mañana.
Náuseas y vómitos.
Confusión o deterioro de la función cerebral, como problemas para pensar y comprender información.
Pérdida de la memoria.
Cambios en la personalidad o irritabilidad.
Cambios en la vista, como visión borrosa, visión doble o pérdida de visión periférica.
Dificultades con el habla.
Dificultad para mantener el equilibrio o la coordinación.
Debilidad muscular en la cara, los brazos o las piernas.
Reducción de la sensibilidad táctil.
Convulsiones, especialmente en personas que nunca las han tenido.
Cuándo debes consultar a un médico
Programa una cita con un médico u otro profesional de atención médica si tienes algún signo o síntoma que te preocupa.
Solicite una consulta
Se desconoce la causa de la mayoría de los glioblastomas.
El glioblastoma de produce cuando las células en el cerebro o la médula espinal desarrollan cambios en su ADN. Los profesionales de atención médica suelen llamar mutaciones o variaciones a estos cambios. El ADN de una célula contiene las instrucciones que le indican a esta qué debe hacer. En las células sanas, el ADN da las instrucciones para crecer y multiplicarse a un determinado ritmo. Las instrucciones les indican a las células que deben morir en un momento determinado. En el caso de las células cancerosas, los cambios en el ADN hacen que las instrucciones sean diferentes. Los cambios les indican a las células cancerosas que produzcan muchas más células con rapidez. Las células cancerosas pueden seguir viviendo luego del momento en que deberían morir. Esto causa un exceso de células.
Las células cancerosas forman un bulto que se conoce como tumor. El tumor puede crecer y presionar los nervios cercanos y partes del cerebro o la médula espinal. Esto deriva en síntomas de glioblastoma y puede causar complicaciones. El tumor puede aumentar de tamaño hasta invadir y destruir el tejido corporal sano.
Los factores que pueden aumentar el riesgo de presentar glioblastoma son los siguientes:
Envejecimiento. El glioblastoma es más común en los adultos mayores, pero puede aparecer a cualquier edad.
Exponerse a radiación. Las personas que estuvieron expuestas a un tipo de radiación llamado radiación ionizante corren un mayor riesgo de tener un glioblastoma. Un ejemplo de radiación ionizante es la radioterapia usada para tratar el cáncer.
Síndromes hereditarios que aumentan el riesgo de cáncer. En algunas familias, los cambios en el ADN que se transmiten de padres a hijos pueden aumentar el riesgo de glioblastoma. Los síndromes hereditarios pueden incluir el síndrome de Lynch y el síndrome de Li-Fraumeni. Hay pruebas genéticas que pueden detectar estos síndromes.
Los investigadores no han encontrado formas de prevenir un glioblastoma.
Escrito por el personal de Mayo Clinic",Glioblastoma
"Los síntomas de la glomeruloesclerosis focal y segmentaria podrían incluir los siguientes:
Hinchazón o edema en las piernas y los tobillos, alrededor de los ojos o en otras partes del cuerpo
Aumento de peso por acumulación de líquidos
Orina con espuma debido a la acumulación de proteína, que se conoce como proteinuria
Cuándo debes consultar a un médico
Consulta a un profesional de atención médica si tienes algunos de los síntomas de glomeruloesclerosis focal y segmentaria.
Diversas afecciones, como la diabetes, la enfermedad de células falciformes, otras enfermedades renales y la obesidad, pueden causar la glomeruloesclerosis focal y segmentaria. También la pueden causar las infecciones y el daño producido por las drogas ilícitas, los medicamentos o las toxinas. Los cambios genéticos hereditarios, es decir, los que se transmiten de una familia a otra, pueden causar un tipo poco común de glomeruloesclerosis focal y segmentaria. Algunas veces, se desconoce la causa.
Los factores que pueden aumentar el riesgo de glomeruloesclerosis focal y segmentaria incluyen los siguientes:
Enfermedades que pueden dañar los riñones. Determinadas enfermedades y afecciones pueden aumentar el riesgo de que tengas glomeruloesclerosis focal y segmentaria; por ejemplo, diabetes, lupus, obesidad y otras enfermedades renales.
Determinadas infecciones. Las infecciones por VIH y por el virus de la hepatitis C aumentan el riesgo de glomeruloesclerosis focal y segmentaria.
Mutaciones genéticas. Algunos genes hereditarios pueden aumentar el riesgo de glomeruloesclerosis focal y segmentaria.
La glomeruloesclerosis focal y segmentaria puede derivar en otras complicaciones del estado de salud; por ejemplo:
Síndrome nefrótico. Esta afección de los riñones hace que el cuerpo elimine demasiadas proteínas en la orina. El síndrome nefrótico aumenta el riesgo de otras enfermedades, como coágulos sanguíneos y presión arterial alta.
Insuficiencia renal. Si no se repara el daño renal, los riñones dejan de funcionar. Los únicos tratamientos para la insuficiencia renal son diálisis o trasplante de riñón.
Escrito por el personal de Mayo Clinic",Glomeruloesclerosis focal y segmentaria (GEFS)
"The most common symptom of a subarachnoid hemorrhage is a very sudden, very bad headache. The headache starts in a split second and becomes very painful right away. Some people describe it as the worst headache they have ever had.
Along with a sudden headache, symptoms may include:
Nausea.
Vomiting.
Stiff neck or neck pain.
Changes in vision.
Brief loss of consciousness.
When to see a doctor
A subarachnoid hemorrhage is a medical emergency.
Get immediate medical attention if you experience a very sudden, very bad headache or if you have other symptoms of a subarachnoid hemorrhage. This is especially important if you have been diagnosed with a brain aneurysm or if you have experienced a head injury.
If you're with someone who complains of a very bad headache that came on suddenly or who loses consciousness, call 911 or your local emergency number.
A subarachnoid hemorrhage may be caused by:
A brain aneurysm that bursts. A brain aneurysm is a bulge in a blood vessel in the brain. The aneurysm can burst and cause bleeding in the space between the brain and the tissues covering the brain, known as the subarachnoid space. A brain aneurysm is the most common cause of a subarachnoid hemorrhage.
Head injury. Another common cause is a head injury. A head injury from an auto accident, fall or violence can lead to a subarachnoid hemorrhage.
A tangle of blood vessels in the brain, known as an arteriovenous malformation. This irregular tangle of blood vessels can rupture and cause bleeding in the brain.
Swelling of the blood vessels, known as vasculitis. This can cause the walls of the blood vessels to thicken and narrow. Vasculitis can lead to a blood clot or an aneurysm.
Some risk factors for a subarachnoid hemorrhage are not under your control. They include:
Being an older age. Most subarachnoid hemorrhages that result from an aneurysm occur in people between ages 55 and 60. Women in their 50s and 60s, in particular, have a higher risk.
Having a first-degree relative with a brain aneurysm. This includes a parent, child or sibling related by blood
Having certain health conditions. Conditions that increase the risk of a subarachnoid hemorrhage include Ehlers-Danlos syndrome, Marfan syndrome, neurofibromatosis type 1 and polycystic kidney disease.
People who have two or more first-degree relatives with brain aneurysms or who have had a subarachnoid hemorrhage can get screened.
Other risk factors for a subarachnoid hemorrhage can be avoided. They include:
Having high blood pressure.
Smoking.
Misusing alcohol.
Using drugs such as cocaine and methamphetamine.
Escrito por el personal de Mayo Clinic",Hemorragia subaracnoidea
"Los síntomas de la hepatitis autoinmunitaria varían de una persona a otra y pueden aparecer de forma repentina. Algunas personas presentan pocos problemas reconocidos, o ninguno, en las primeras etapas de la enfermedad, mientras que otras tienen síntomas que pueden incluir los siguientes:
Fatiga.
Malestar en el abdomen.
Ictericia, que es el color amarillento en la parte blanca de los ojos y en la piel. Según el color de piel, este cambio puede ser más difícil o más fácil de notar.
Agrandamiento del hígado.
Angiomas en araña, que son vasos sanguíneos irregulares en la piel.
Erupción en la piel.
Dolor en las articulaciones.
Ausencia de períodos menstruales.
Cuándo debes consultar con un médico
Programa una cita con un profesional de atención médica si tienes algún síntoma que te preocupa.
Solicite una consulta
La hepatitis autoinmunitaria se presenta cuando el sistema inmunitario del cuerpo, que suele atacar virus, bacterias y otras causas de enfermedades, ataca el hígado. Este ataque al hígado puede derivar en una inflamación crónica y en daños graves a las células hepáticas. Si bien no se sabe exactamente por qué el cuerpo se ataca a sí mismo, los investigadores creen que la hepatitis autoinmunitaria podría deberse a la interacción entre los genes que controlan la función del sistema inmunitario y la exposición a virus o medicamentos.
Tipos de hepatitis autoinmune.
Los expertos han identificado dos formas principales de hepatitis autoinmunitaria.
Hepatitis autoinmunitaria tipo 1. Este tipo de la enfermedad es el más común. Puede ocurrir a cualquier edad. Aproximadamente la mitad de las personas con este tipo de hepatitis tienen otros trastornos autoinmunitarios, como enfermedad celíaca, artritis reumatoidea o colitis ulcerosa.
Hepatitis autoinmunitaria tipo 2. Aunque los adultos pueden desarrollar hepatitis autoinmunitaria tipo 2, es más común en niños y jóvenes. Otras enfermedades autoinmunes pueden acompañar a este tipo de hepatitis autoinmunitaria.
Los factores que pueden incrementar el riesgo de tener hepatitis autoinmunitaria incluyen los siguientes:
Ser mujer. Aunque tanto hombres como mujeres pueden tener hepatitis autoinmunitaria, la enfermedad es más común en las mujeres.
Genética. Hay pruebas que sugieren que la predisposición a la hepatitis autoinmunitaria puede ser hereditaria.
Tener una enfermedad autoinmunitaria. Las personas que ya tienen una enfermedad autoinmunitaria, como enfermedad celíaca, artritis reumatoide o hipertiroidismo (enfermedad de Graves o tiroiditis de Hashimoto), pueden ser más propensas a desarrollar hepatitis autoinmunitaria.
Varices esofágicas
Agrandar la imagen
Si no se trata, la hepatitis autoinmunitaria puede causar cirrosis, que es la formación de cicatrices permanentes en el tejido hepático. Las complicaciones de la cirrosis incluyen las siguientes:
Várices esofágicas, que son venas dilatadas en el esófago. La vena porta transporta la sangre desde el intestino hasta el hígado. Cuando se obstruye la circulación a través de la vena porta, la sangre puede acumularse en otros vasos sanguíneos, principalmente, los del estómago y los del esófago.
Estos vasos sanguíneos tienen paredes delgadas y, como se llenan con más sangre de la que deben transportar, es probable que sangren. Un sangrado masivo en el esófago o el estómago procedente de estos vasos sanguíneos es una emergencia que pone en riesgo la vida y que requiere atención médica inmediata.
Ascitis o líquido en el abdomen. La enfermedad hepática puede causar la acumulación de grandes cantidades de líquido en el abdomen. La ascitis puede ser incómoda e interferir en la respiración. Por lo general, es un signo de cirrosis avanzada.
Insuficiencia hepática. La insuficiencia hepática se produce cuando las células hepáticas están tan dañadas que el hígado no puede funcionar bien. En este punto, se necesita un trasplante de hígado.
Cáncer de hígado. Las personas con cirrosis tienen un riesgo mayor de desarrollar cáncer de hígado.
Escrito por el personal de Mayo Clinic",Hepatitis autoinmune
"La gravedad de la hernia diafragmática congénita varía. Puede ser leve y tener pocos o ningún efecto en el bebé, pero también puede ser más grave y afectar la capacidad para transportar oxígeno al resto del cuerpo.
Los bebés que nacen con una hernia diafragmática congénita pueden tener lo siguiente:
Problemas graves para respirar debido a que sus pulmones son pequeños y no funcionan bien (hipoplasia pulmonar)
Un tipo de presión arterial alta que afecta a las arterias de los pulmones y al lado derecho del corazón (hipertensión pulmonar)
Problemas con el desarrollo del corazón
Daños en los intestinos, el estómago, el hígado y otros órganos abdominales, si pasan por la hernia hacia el pecho
Cuándo debes ver a un médico
La hernia diafragmática congénita puede descubrirse durante una ecografía de rutina fetal. Puedes hablar con el proveedor de atención médica sobre las opciones de tratamiento.
Solicite una consulta
En la mayoría de los casos, se desconoce la causa de una hernia diafragmática congénita. En algunos casos, la hernia diafragmática congénita puede estar relacionada con un trastorno genético o con cambios genéticos aleatorios que se conocen como mutaciones. En estos casos, el bebé puede tener más problemas al nacer, como problemas en el corazón, los ojos, los brazos, las piernas, el estómago o los intestinos.
Algunas de las complicaciones que pueden producirse con la hernia diafragmática congénita son las siguientes:
Problemas pulmonares.
Problemas estomacales, intestinales y hepáticos.
Enfermedades cardíacas.
Infecciones recurrentes.
Pérdida auditiva.
Cambios en la forma del pecho y de la curva de la columna vertebral.
Reflujo gastroesofágico: ácido estomacal que sube hacia el conducto llamado esófago, que conecta la boca con el estómago.
Problemas con el crecimiento y el aumento de peso.
Retrasos en el desarrollo y discapacidades de aprendizaje.
Otros problemas presentes desde el nacimiento.
Escrito por el personal de Mayo Clinic",Hernia diafragmática congénita
"Si padeces incontinencia por esfuerzo, puedes tener fugas de orina en las siguientes situaciones:
Al toser o estornudar.
Al reír.
Al inclinarte hacia delante.
Al levantar cosas pesadas.
Al hacer ejercicio físico.
Al tener relaciones sexuales.
Es posible que no tengas fugas de orina cada vez que hagas alguna de estas cosas. Pero cualquier actividad que ejerza presión en la vejiga puede hacer más probable que tengas fugas involuntarias de orina. Además, tener la vejiga llena aumenta las probabilidades para fugas.
Cuándo debes consultar a un médico
Habla con tu profesional de atención médica si tus síntomas te incomodan o interfieren con tus actividades diarias, como el trabajo, los pasatiempos y la vida social.
Solicite una consulta
Músculos del piso pélvico en mujeres
Agrandar la imagen
Músculos del suelo pélvico masculino
Agrandar la imagen
La incontinencia por esfuerzo se produce cuando ciertos músculos y otros tejidos relacionados con la micción se debilitan. Entre ellos están los músculos del suelo pélvico que sostienen la uretra y el esfínter urinario que son los músculos que controlan la liberación de la orina.
La vejiga se expande mientras se llena de orina. Normalmente, los músculos de la uretra o conducto que transporta la orina fuera del cuerpo funcionan como una válvula y permanecen cerrados cuando la vejiga se expande. Esto evita fugas de orina hasta que llegues al baño.
Pero cuando esos músculos se debilitan, cualquier cosa que ejerce fuerza sobre los músculos abdominales y pélvicos presiona la vejiga. Estornudar, inclinarse, levantar objetos o reírse mucho pueden causar una fuga de orina.
Incontinencia por esfuerzo en mujeres
En las personas asignadas al sexo femenino al nacer, los músculos del suelo pélvico y el esfínter urinario pueden perder fuerza por las siguientes causas:
Dar a luz. Una lesión en los nervios o en el tejido durante el parto puede debilitar los músculos del suelo pélvico o el esfínter. La incontinencia por esfuerzo a causa de esta lesión puede comenzar inmediatamente después del parto o años después.
Incontinencia por esfuerzo en hombres
En las personas asignadas al sexo masculino al nacer, los músculos del suelo pélvico y el esfínter urinario pueden perder fuerza por las siguientes causas:
Cirugía de próstata. El tratamiento contra el cáncer de próstata suele abarcar una prostatectomía o cirugía para extirpar la glándula prostática. La intervención quirúrgica es el factor más común que conduce a la incontinencia por esfuerzo. Este procedimiento puede generar el debilitamiento del esfínter, que se encuentra justo debajo de la glándula prostática y rodea la uretra.
Otros factores
Otros factores que pueden empeorar la incontinencia por esfuerzo en los hombres y las mujeres incluyen los siguientes:
Enfermedades que causan tos crónica
Obesidad
Algunos de los factores que aumentan el riesgo de tener incontinencia urinaria por esfuerzo son los siguientes:
Edad. Los cambios físicos que se producen a medida que envejeces, como el debilitamiento de los músculos, pueden hacer que sea más probable que desarrolles incontinencia urinaria por esfuerzo. Sin embargo, un poco de incontinencia urinaria por esfuerzo puede presentarse a cualquier edad.
Peso corporal. Las personas con sobrepeso u obesas tienen un mayor riesgo de presentar incontinencia urinaria por esfuerzo. El exceso de peso aumenta la presión sobre los órganos abdominales y pélvicos.
En el caso de las mujeres, los factores de riesgo también incluyen lo siguiente:
Tipo de parto. Las mujeres que tuvieron un parto vaginal son más propensas a desarrollar incontinencia urinaria que las que tuvieron una cesárea. Tener más de un hijo también aumenta el riesgo.
Algunas de las complicaciones de la incontinencia por esfuerzo son:
Malestar emocional. Es posible que te sientas avergonzado si padeces incontinencia por esfuerzo. Puede perturbar tu trabajo, tu vida social, tus relaciones interpersonales e incluso tu vida sexual. A algunas personas les avergüenza tener que usar compresas o prendas para la incontinencia.
Incontinencia urinaria mixta. Es común tener ambos tipos de incontinencia: por esfuerzo y por urgencia. La incontinencia urinaria se produce cuando los músculos de la vejiga se tensan y causan una necesidad urgente de orinar. Las personas que padecen esta afección presentan micción frecuente, micción nocturna y urgencia miccional con o sin incontinencia asociada. Esto se denomina vejiga hiperactiva.
Sarpullido o dolor en la piel. El contacto prolongado con la orina puede causar irritación o llagas en la piel. Esto puede suceder en casos de incontinencia grave cuando no se utiliza protección contra la humedad ni compresas para la incontinencia. Cámbialas con frecuencia y utiliza compresas para incontinencia en lugar de las que son para la menstruación a fin de evitar llagas en la piel.
Escrito por el personal de Mayo Clinic",Incontinencia de esfuerzo
"Síntomas
La mayoría de las personas sanas que están infectadas con el citomegalovirus pueden no experimentar ningún síntoma. Algunos experimentan síntomas de poca importancia. Las personas que tienen más probabilidades de experimentar signos y síntomas del citomegalovirus incluyen las siguientes:
Los recién nacidos que se infectaron con citomegalovirus antes de nacer (citomegalovirus congénito).
Bebés que se infectan durante el nacimiento o poco después (citomegalovirus perinatal). En este grupo se incluyen los bebés infectados por la leche materna.
Las personas que tienen sistemas inmunitarios debilitados, como las que han tenido un trasplante de órganos, médula ósea o células madre, o las que están infectadas con el virus de la inmunodeficiencia humana.
Bebés
La mayoría de los bebés que tienen citomegalovirus congénito parecen saludables al nacer.
Algunos bebés con citomegalovirus congénito que parecen sanos al nacer desarrollan signos con el tiempo, a veces no durante meses o años después del nacimiento. Los más comunes de estos signos tardíos son la pérdida auditiva y el retraso en el desarrollo. Un pequeño número de bebés también puede desarrollar problemas de visión.
Los siguientes signos y síntomas son más comunes en los bebés que tienen citomegalovirus congénito y que están enfermos al nacer:
Nacimiento prematuro
Bajo peso al nacer
Piel y ojos de color amarillo (ictericia)
Agrandamiento y funcionamiento deficiente del hígado
Manchas púrpuras en la piel o erupción, o ambas
Cabeza anormalmente pequeña (microencefalia)
Bazo agrandado
Neumonía
Convulsiones
Las personas que tienen una inmunidad debilitada
Si tu sistema inmunitario está debilitado, puedes experimentar serios problemas en los siguientes órganos:
Ojos
Pulmones
Hígado
Esófago
Estómago
Intestinos
Cerebro
Adultos saludables
La mayoría de las personas saludables que se contagian citomegalovirus presentan pocos síntomas o ninguno. Al infectarse por primera vez, algunos adultos pueden tener síntomas similares a la mononucleosis infecciosa, como los siguientes:
Fatiga
Fiebre
Dolor de garganta
Dolores musculares",Infección por citomegalovirus
"Síntomas
La mayoría de las personas con infección por Helicobacter pylori nunca presentarán signos ni síntomas. No se sabe con certeza por qué muchas personas no tienen síntomas, pero es posible que algunas personas nazcan con una mayor resistencia a los efectos nocivos de Helicobacter pylori.
Cuando se manifiestan los signos y síntomas de la infección por Helicobacter pylori, suelen estar relacionados con una gastritis o una úlcera péptica y comprenden los siguientes:
Dolor urente o ardor en el estómago (abdomen)
Dolor estomacal más agudo que puede empeorar con el estómago vacío
Náuseas
Pérdida del apetito
Eructos frecuentes
Hinchazón
Pérdida de peso involuntaria",Infección por Helicobacter pylori (H. pylori)
"Síntomas
Los síntomas de la infección de oxiuro pueden comprender los siguientes:
Picazón de la zona anal o vaginal
Insomnio, irritabilidad, rechinado de dientes y agitación
Dolor de estómago y náuseas ocasionales
A menudo, los parásitos de oxiuro no causan síntomas.",Infección por parásitos intestinales
"Síntomas
La mayoría de las personas con deficiencia de pseudocolinesterasa no presentan signos ni síntomas de la afección hasta que reciben succinilcolina, un relajante muscular. Este medicamento se utiliza como parte de la anestesia.
Algunos de los signos y síntomas de la deficiencia de pseudocolinesterasa son la relajación muscular o una parálisis muscular que dura varias horas más de lo previsto. En ese momento, no puedes moverte ni respirar por tu cuenta. La duración puede variar ampliamente entre las personas con esta trastorno.",Insuficiencia de pseudocolinesterasa
